DATE,TMAX,TMIN,RAIN,SRAD,RHUM
05/02/2013,30.12245855,23.62245855,0,16.75692088,86.00307069
05/03/2013,32.44950581,22.84950581,1.2,18.13928828,79.225121
05/04/2013,31.96793135,24.36793135,0,16.55336889,78.85784288
05/05/2013,28.8,23.01377039,1.2,13.08204723,89.125
05/06/2013,32.86940593,22.26940593,0,18.32295642,79.86253221
05/07/2013,34.15779364,22.75779364,0.6,20.39116583,71.68263571
05/08/2013,30.78532099,24.28532099,0,17.00398239,83.10365588
05/09/2013,28.9,23.7,0,9.598789895,84.8
05/10/2013,32.3,22.6,1.8,22.64477856,84.58333333
05/11/2013,30.6,24.3,0.2,22.41039789,85.58333333
05/12/2013,33.6,24.1,0,21.86951943,81.66666667
05/13/2013,31.3,23.7,0.6,14.95709259,82.33333333
05/14/2013,33.7,23.9,0.6,16.58693971,80.16666667
05/15/2013,28.8,23.4,3.6,11.41253569,88.29166667
05/16/2013,33.8,24.7,0,19.87187495,82.04166667
05/17/2013,28.2,24.2,0,15.05084486,87.375
05/18/2013,34.3,24.4,0,22.75295426,78.625
05/19/2013,32.71988237,23.3,0.8,12.58238276,89.375
05/20/2013,32.5,22.8,0,19.30575548,80.66666667
05/21/2013,29.8,24.4,0.2,12.91617784,82.58333333
05/22/2013,32.6,23.8,0.4,17.59657952,80.29166667
05/23/2013,30.2,23.7,1.2,16.07851395,82.16666667
05/24/2013,29.2,23.7,4.8,16.37419418,89.90909091
05/25/2013,32.7,23.3,0.2,22.28419292,83.04166667
05/26/2013,29.4,23.3,1.6,12.90536027,87.375
05/27/2013,33,24,0,18.92714056,80.91666667
05/28/2013,28.7,23.8,0,12.2238534,87.79166667
05/29/2013,30.8,22.9,0,16.41025275,86.79166667
05/30/2013,31.3,23.3,0,20.14592004,80.70833333
05/31/2013,32.9,24.3,0.2,17.11339476,83.20833333
06/01/2013,32.66554195,23.46554195,0,18.36661672,76.25591846
06/02/2013,35.64495022,23.24495022,1.4,21.15070201,66.53061899
06/03/2013,35.47426978,22.77426978,0,19.97064722,65.41730147
06/04/2013,33.48842355,22.78842355,0,19.11128421,75.20878107
06/05/2013,30.7,24,0.1,16.51842844,84.41666667
06/06/2013,31.62832943,23.42832943,0,16.67927452,79.25511582
06/07/2013,31.37068966,23.17068966,0,16.80185182,79.36109117
06/08/2013,33.67413925,22.67413925,0,19.8229854,76.01240776
06/09/2013,33.73483623,22.43483623,0,18.47458612,69.4635917
06/10/2013,35.40612629,22.70612629,0,20.46221666,65.81326521
06/11/2013,34.4710472,21.7710472,0,21.74602421,69.67698267
06/12/2013,34.08198213,23.58198213,0,19.0360155,72.77966326
06/13/2013,33.776663,22.776663,0,18.90523199,74.01170265
06/14/2013,31.75222716,22.95222716,3.8,17.89643664,81.56083835
06/15/2013,31.24555689,23.94555689,0,16.55726336,80.72112745
06/16/2013,31.69325982,23.39325982,1.4,16.21403076,79.43176807
06/17/2013,31.91013228,23.21013228,0.1,19.57754307,82.78268914
06/18/2013,32.9311037,22.9311037,0,18.4900285,74.99192274
06/19/2013,33.77902006,22.97902006,0,19.05418827,75.50678603
06/20/2013,34.84411314,22.44411314,0,21.10821882,74.17149056
06/21/2013,33.94014998,22.64014998,0,19.32962267,67.50460147
06/22/2013,33.85054923,22.85054923,0,18.62263505,69.55502552
06/23/2013,34.61272643,23.61272643,0,18.78602259,66.70637623
06/24/2013,32.88503814,23.08503814,0,18.50228562,76.42691473
06/25/2013,31.13854713,23.83854713,0,16.77619761,82.08663934
06/26/2013,30.46097596,23.16097596,4,15.34683811,86.98416573
06/27/2013,31.19750002,23.89750002,0,16.41784805,81.52298806
06/28/2013,30.87699197,22.77699197,0.2,19.67762746,84.60551891
06/29/2013,29.58916055,24.08916055,0,13.85125501,83.01558953
